brand,categories,products,orders,items,net_sales_value,net_profit_value,net_margin_rate,observed_return_rate
Cocksox,2,4,30,30,883.0,409.36699967458844,0.4636092861546868,0.5
Carnegie Hall,1,1,6,6,225.0,99.89999982062727,0.4439999992027879,1.0
American Essentials,1,32,233,233,12159.279951095581,7396.029687936727,0.6082621436206284,0.38461538461538464
Ashworth,3,5,29,29,1682.3300323486328,817.0231357219229,0.4856497357901351,0.2222222222222222
East Essence,1,3,20,20,530.3700218200684,326.4936746258719,0.6155960201246765,0.4444444444444444
Athena,1,9,47,47,2582.540008544922,1477.6974902225975,0.572187646787,0.16666666666666666
BridalPetticoat,1,19,96,96,3067.4000091552734,1474.2421075789287,0.4806161906431362,0.2903225806451613
Devon & Jones,7,45,294,294,8239.280088424683,4161.5912006857125,0.5050916046090371,0.34579439252336447
Pashmina,2,9,59,59,1444.6000576019287,811.4963028304414,0.5617446147534737,0.3
Cotton Glam,1,1,5,5,184.0,101.01599976420401,0.5489999987185,0.0
OnGossamer,2,9,53,53,1364.9600067138672,588.0852422688624,0.430844302672775,0.4666666666666667
Life Is Good,4,58,344,345,11394.25,6254.409535621366,0.5489092775409847,0.3161764705882353
Joseph Abboud,5,44,325,327,40771.02999687195,23985.967515429274,0.588309089009268,0.23931623931623933
H,1,1,2,2,46.950000762939446,20.047650288695838,0.42699999921023846,
Tiger Milly,1,9,53,53,1965.6200637817383,1079.79366609509,0.5493399696061455,0.4666666666666667
Calvin Klein Performance,2,6,35,35,2345.1999893188477,1330.9188733451615,0.5675076238302903,0.18181818181818182
Fancee Free,1,1,2,2,94.0,56.023999728262424,0.5959999971091747,0.0
Cornerstone,4,6,30,30,842.5300102233887,439.8345147497446,0.5220401759138843,0.2
Girls4Sport,1,9,48,48,1782.5,1042.6724976371042,0.5849495077908018,0.3333333333333333
Joie,7,21,126,126,12669.610019683838,6644.978630299961,0.5244817022762459,0.2564102564102564
The Big Bang Theory,1,1,2,2,47.950000762939446,27.37945045778825,0.5710000004619359,0.0
Trukfit,2,3,19,19,516.7200164794922,242.1401680902989,0.46861000226011,0.2857142857142857
Skelapparel,3,7,38,38,1263.7499885559082,707.75439384397,0.5600430466889448,0.375
The Natural,1,3,14,14,117.9900016784668,53.35977081806168,0.45223976658184806,0.4444444444444444
UniformTux,2,4,22,22,449.95999908447266,267.4022802141842,0.5942801154730729,0.42857142857142855
Karen Nueburger,1,11,60,60,2677.0,1038.6849955646321,0.3880033603155144,0.1
Fourstar,2,2,23,23,796.0,391.5239991918206,0.4918643205927395,0.4
Rumina Nursingwear,1,1,9,9,384.0,227.71199941635132,0.5929999984800816,0.0
Vera Bradley,2,3,15,15,372.0,201.31200056523085,0.5411612918420184,0.0
Pearl iZUMi,6,24,159,159,5960.42995262146,3345.283415955455,0.5612486754389528,0.2545454545454545
Zeniche,2,2,11,11,345.0,160.95300028659403,0.46653043561331603,0.4
HoodieBuddie,2,18,141,141,4241.650005340576,2065.0735196212418,0.4868561802650264,0.27450980392156865
BANDOLINOBLU,1,1,4,4,96.0,47.9040001630783,0.4990000016987323,0.0
Arianne,1,15,90,90,3352.4600162506104,1553.2264200025538,0.46330945409445373,0.2222222222222222
Cleo,1,3,15,15,568.0,273.38100018166006,0.4813045777846128,0.16666666666666666
!it Jeans,3,13,75,75,2339.93998336792,1146.0874529159337,0.48979352507424073,0.4411764705882353
Lost,2,4,37,37,1454.0,586.5779972970486,0.4034236570131008,0.3076923076923077
Ingrid & Isabel,1,10,43,43,1782.9899978637695,1020.3067967964008,0.5722448235934288,0.375
CorsetDeal,1,10,51,51,2285.499965667725,1070.0367855030895,0.4681849930330105,0.15
TUMI,1,11,81,81,4076.8099842071533,2412.6518766988315,0.591798952132923,0.15789473684210525
Parke & Ronen,1,17,106,106,7406.81999206543,2921.603795212822,0.3944477924861946,0.2608695652173913
Stormy Kromer,4,5,43,43,3433.029960632324,1769.5944882545282,0.5154614170418104,0.17647058823529413
Sierra Designs,1,3,14,14,1359.3999633789062,763.8059577428294,0.5618699266728856,0.4
Taxi Wallet,1,1,5,5,147.0,87.4650002354756,0.5950000016018748,0.5
Jezebel,1,21,123,123,2833.3300132751465,1396.1626901166028,0.49276387980753744,0.37777777777777777
Dosh,2,8,47,47,2519.0,1434.9480033046566,0.5696498623678669,0.2777777777777778
David's Bridal,2,12,64,64,2167.0,1013.3910002764314,0.46764697751565826,0.23529411764705882
Evan Picone,2,36,192,192,17803.350074768066,7310.426594782557,0.41062084181242464,0.24561403508771928
Oscar de la Renta,3,16,102,102,5158.290012359619,2326.752232327769,0.4510704568282725,0.13157894736842105
True Nation,3,5,39,39,1699.0,848.2939990900923,0.4992901701530855,0.2
Fox Racing,5,11,57,57,2560.670008659363,1263.3706917277254,0.49337504928608994,0.2222222222222222
The TeaRoom,1,1,6,6,149.70000457763672,84.28110272889734,0.563000001013279,1.0
Girlfriends Material,1,1,6,6,149.70000457763672,79.64040266283452,0.5320000015199183,1.0
Belly Bandit,1,26,137,137,7092.499805450439,3951.567081515452,0.5571472950170199,0.3191489361702128
Legend,1,2,14,14,449.550006866455,220.8789031072541,0.4913333327405981,0.2857142857142857
Enjoi,2,3,16,16,529.6600112915039,231.35940471843477,0.4368073854665681,0.6666666666666666
Golds Gym,3,8,35,35,660.7000198364258,321.0119100274978,0.4858663544568577,0.1875
Prontomoda,2,10,72,72,5667.299842834473,3316.175758160749,0.5851421047279862,0.32
Bolzano,1,9,55,55,2927.899913787842,1755.9627520219426,0.5997345550484487,0.21052631578947367
Aimee Gowns,2,2,14,14,589.3500099182128,283.00215395559957,0.48019368659190026,0.2
Bolle,1,4,22,22,629.950008392334,359.9032538627181,0.5713203414048845,0.3333333333333333
The Pajamagram Company,1,33,208,208,8607.350101470947,4134.057195221301,0.4802938356736314,0.25
Fashion Victim,4,14,95,95,2452.3099880218506,1398.8197368248427,0.5704090199270432,0.2857142857142857
Sons Of Anarchy,3,21,135,135,3260.040033340454,1410.838868125495,0.4327673444794651,0.26666666666666666
Jumpin Jammerz,1,3,20,20,799.8400268554688,376.874622228618,0.4711874994682147,0.0
Alexander Del Rossa,3,52,339,339,11547.240040779114,5719.655202077903,0.4953266046153819,0.2542372881355932
Firefly,1,1,8,8,199.9600067138672,88.18236288930414,0.4409999996423721,0.0
So-So Happy,1,2,9,9,349.9300117492676,194.9610067508705,0.5571428577282599,
JUMP,1,3,14,14,557.7000160217285,318.9060092682392,0.5718235612455395,0.2
True Religion,12,140,936,943,141829.72959899902,68119.32200909746,0.4802894442631598,0.2664756446991404
Aloha,1,1,7,7,299.9400100708008,160.76784493312596,0.5359999984502792,0.3333333333333333
Longitude,1,4,22,22,919.8200302124023,539.5045657732345,0.5865327434200944,0.2727272727272727
LabelShopper,10,42,271,271,3204.0599761009216,1667.180948906003,0.5203338768130132,0.3137254901960784
The Hong Kong Silk Co.,2,4,29,29,1494.749984741211,816.6300410113563,0.5463321955830233,0.25
Minecraft,2,7,44,44,1147.4000091552734,515.2065442311495,0.44902086466815466,0.13333333333333333
Inches Off,2,5,20,20,689.8500175476074,398.53317888766986,0.5777098916434638,0.4444444444444444
Sanctuary,7,31,194,194,10670.330017089844,5407.431276033924,0.5067726365888645,0.3275862068965517
Plan B,2,2,23,23,1173.0,709.676001271233,0.6050093787478542,0.0
555 Turnpike,4,4,25,25,879.9800033569336,444.9505612985366,0.505637127663295,0.18181818181818182
Christmas Story,1,1,4,4,100.0,61.70000024139881,0.6170000024139881,1.0
C-Panty,1,4,29,29,1380.9599914550781,790.4881931907117,0.5724193300906545,0.25
C-IN2,2,40,315,315,6126.619998931885,3274.667054794426,0.534498149936724,0.26666666666666666
Burton,2,10,62,62,2875.4999656677246,1405.3004797400893,0.48871517875805714,0.3333333333333333
Electric,3,8,54,54,2735.60001373291,1498.4733580399595,0.5477677111118273,0.2222222222222222
Eileen West,1,11,67,67,2962.0,1141.4019942712039,0.38534841130020386,0.3181818181818182
7 For All Mankind,6,175,1156,1158,135290.69039154053,64383.32474288216,0.47588880326172045,0.24879227053140096
Japanese Weekend,1,6,32,32,1283.5400009155273,706.0196982760422,0.5500566384938921,0.23076923076923078
Altamont,6,15,105,105,4744.47998046875,2382.8120032794677,0.5022282764578233,0.275
Fitness Etc.,1,4,27,27,625.7299995422363,268.5082397997913,0.42911198119991556,0.5
JAG Jeans,3,6,26,26,875.6000061035156,414.2870432903869,0.47314646003029937,0.375
Williams Cashmere,2,9,55,55,3661.4499740600586,1868.4132379508387,0.5102932584598495,0.30434782608695654
Beauty Night,1,7,38,38,1692.3900146484375,774.3681675475558,0.45755893195128333,0.35714285714285715
DTL Down The Line Sportswear Inc.,1,1,7,7,364.0,226.7719998806715,0.6229999996721745,0.0
Marithe Francois Girbaud,1,1,4,4,208.0399932861328,94.03407687853098,0.4519999995827675,0.0
Wrapper,2,9,51,51,1045.5999946594238,573.3327979024806,0.548328998499305,0.3333333333333333
necessary objects,1,1,6,6,211.16000366210938,126.4848416870123,0.598999997600913,0.0
SleepytimePjs,1,7,38,38,1652.3500251770017,638.9195080289018,0.3866732219527518,0.11764705882352941
Kawasaki,1,5,33,33,1152.9000167846677,506.37975608580723,0.43922261142649116,0.3333333333333333
kensiegirl,1,1,5,5,105.9800033569336,58.50096194205615,0.5520000008400529,0.0
Walking Dead,1,5,20,20,387.89000129699707,156.53339066240437,0.4035509813065558,0.14285714285714285
wear ease,1,1,7,7,212.0,92.64400018006563,0.4370000008493662,0.6666666666666666
525 America,3,3,23,23,2162.1499786376953,1279.939336750615,0.5919752789568583,0.125
Pull-in,3,15,92,92,2467.0000610351562,1290.4804628496051,0.5230970534747851,0.3333333333333333
Silverado,1,1,5,5,269.7500038146972,167.7845027425438,0.6220000013709068,0.0
Kahala,1,2,14,14,644.0,299.17199984937906,0.46455279479717243,0.2
Spanx,5,19,113,113,5068.0,2461.0260020005517,0.4856010264405193,0.27906976744186046
Becca by Rebecca Virtue,1,19,103,103,5722.0,3253.763990033418,0.5686410328614852,0.3125
Timberland,7,24,149,149,3224.799997329712,1631.348198842787,0.5058757753019167,0.2549019607843137
Rapid Dominance,3,4,17,17,625.4500045776366,342.6347624076061,0.5478211845869051,0.0
Swill,2,2,14,14,667.2000122070312,314.00880547928887,0.4706366902491188,0.0
BERLE,1,4,22,22,660.0,353.75999954063445,0.5359999993039916,0.3333333333333333
Fleur't,1,5,36,36,1423.7700004577637,662.5496110578024,0.46534876478980636,0.25
Generra,4,8,57,57,1252.3500022888184,621.9871014582399,0.49665596703915404,0.3333333333333333
KAMALIKULTURE,3,25,129,129,8662.869989395142,4746.120108765635,0.5478692528660492,0.23076923076923078
Freya,2,5,22,22,1016.0,579.7999984286726,0.5706692897920005,0.3
Elomi,2,4,24,24,875.1499862670898,471.1891421504975,0.5384095864073907,0.38461538461538464
Lauren by Ralph Lauren,4,7,36,36,2543.9600105285645,1424.6561029700392,0.5600151327355319,0.15384615384615385
White Sierra,3,3,25,25,843.0500144958496,442.1801578160239,0.5245005043745252,0.5
Fit2BMom,1,4,26,26,715.209997177124,386.2717972161591,0.540081652578603,0.3
Cruel Girl,1,5,30,30,1519.7599868774414,695.4506237996899,0.45760556259188667,0.1111111111111111
Michael Stars,5,7,30,30,2811.1200065612793,1457.6805819198414,0.5185408586319865,0.1111111111111111
Kate Spade,2,19,90,90,9801.260032653809,5628.037646811861,0.5742157261476107,0.21428571428571427
Sharon Max,1,1,4,4,116.0,48.71999999135733,0.4199999999254942,0.0
Dallin Chase,2,4,15,15,372.5,186.6145000960678,0.500978523747833,0.16666666666666666
MAXSTUDIO,7,19,101,101,9194.0,4978.6779942549765,0.5415138127316703,0.4117647058823529
[BLANKNYC],4,14,85,85,4648.700012207031,2317.2117875885824,0.4984644699601633,0.18518518518518517
Gabby Skye,1,9,46,46,2454.0000343322754,1330.8420216637405,0.5423154046637403,0.17647058823529413
bebe,9,25,132,132,9304.0,4552.812003508909,0.4893392093195302,0.29411764705882354
TAVIK,2,2,18,18,829.9699935913086,332.89736631674805,0.4010956647676981,0.2222222222222222
BB Dakota,7,21,106,106,7913.959991455078,4413.2705615330415,0.5576564155363651,0.15384615384615385
Maternal America,1,15,72,72,4849.009994506836,2729.738460976985,0.5629475839541161,0.2916666666666667
Gold Series,2,2,15,15,1069.0,641.3140015900135,0.5999195524696104,0.2857142857142857
CEP Compression Socks,3,3,15,15,844.9000053405762,428.679551855956,0.5073731200689918,0.0
Teeki,1,1,4,4,179.85000228881833,110.78760080959796,0.61599999666214,0.3333333333333333
Stussy,1,1,10,10,479.60000610351557,196.15640159586658,0.4089999981224536,0.6666666666666666
Worn Jeans,2,2,12,12,688.2199935913086,346.5543972333505,0.503551771904999,0.0
Rawik,1,1,7,7,299.950008392334,152.67455415548832,0.5089999996125698,0.5
Dunbrooke,1,1,6,6,239.9600067138672,149.25512355519749,0.6219999974127859,0.5
Bluefin USA,1,1,6,6,239.9600067138672,94.78420232122687,0.39499999862164253,0.0
HQ ISSUE,1,3,25,25,1019.8300285339355,610.2182951889794,0.5983529393287265,0.5384615384615384
Weatherproof,5,9,64,64,2360.6299839019775,1238.438588397043,0.5246220698891486,0.16666666666666666
Stone Touch,2,2,13,13,572.8800201416016,282.10014911776835,0.49242448540628153,0.0
Jordan,5,6,34,34,15169.52001953125,7522.78626394117,0.4959145875581652,0.1
Crazyheads,1,5,33,33,1619.7499504089355,878.2144425056641,0.5421913686639983,0.3
Switchblade Stiletto,4,5,35,35,1764.0,947.0880013480783,0.5368979599478901,0.3333333333333333
P.J. Salvage,1,2,9,9,480.0,192.11999924853444,0.40024999843444675,0.0
Trafalgar,1,1,7,7,300.0,181.80000046268106,0.6060000015422702,0.4
Sunsets,1,8,42,42,2806.0,1599.9119946528226,0.5701753366546054,0.0
Bass,3,3,16,16,304.8000030517578,129.35760115208626,0.42440157433371206,0.5
Olian,2,10,56,56,4547.910018920898,2393.2428538688227,0.5262291566702275,0.25
La Blanca,1,12,53,53,3139.10001373291,1808.9484815079782,0.576263411039535,0.38461538461538464
MariaE,1,3,20,20,1156.800033569336,557.7822158959685,0.48217686696888945,0.375
Folter,2,5,35,35,1656.6300010681152,875.2155616321695,0.5283108244254134,0.3333333333333333
Irall,1,3,15,15,888.1399841308594,413.2050535219409,0.46524766467563844,0.4
Bayside Apparel,2,2,16,16,498.11999893188477,222.00067944859683,0.44567710576694636,0.25
Eco Swim,1,1,11,11,448.0,261.631999284029,0.5839999984018505,0.4
Girbaud,1,2,9,9,448.0,196.35199987888336,0.43828571401536465,0.16666666666666666
Lanz of Salzburg,1,1,9,9,448.0,189.95199942588806,0.42399999871850014,0.2
Lysse Leggings,2,2,6,6,332.0,149.49200005829334,0.4502771086093173,0.0
DAVID Seeds,2,7,47,48,2220.8899879455566,877.6939820975217,0.3951992160176453,0.47058823529411764
Leon Levin,1,1,5,5,194.84999084472656,116.13059470605253,0.596000000834465,0.3333333333333333
Tipsy Elves,1,4,29,29,1428.8999328613281,750.3673142487227,0.5251363632904197,0.5
Insound,1,1,8,8,390.0,203.57999959029257,0.5219999989494681,0.0
Brooks,5,8,52,52,2286.0,1140.2329987492412,0.49878958825426123,0.35294117647058826
CORDOVAN & GREY,1,2,18,18,910.0,499.459999629762,0.5488571424502879,0.5
Ted Baker,9,22,138,138,15261.900043487549,8204.78301648625,0.5375990534014365,0.2708333333333333
Hip,1,8,36,36,759.1200122833252,345.54341638907806,0.4551894440903126,0.3076923076923077
HipSlimmer,1,1,9,9,396.0,213.8399996459484,0.5399999991059303,0.5
Faconnable,6,14,97,97,14783.200004577637,7644.984872916482,0.5171400556408087,0.2857142857142857
Cutter & Buck,4,5,37,37,2209.9499893188477,1054.084946094679,0.4769723076039245,0.21428571428571427
SportHill,2,5,21,21,1639.8499908447266,957.7901918430452,0.5840718341253057,0.1111111111111111
KNOTHE SPA,1,2,13,13,491.75,307.2792505354155,0.62486883687934,0.3333333333333333
Topo Ranch,1,1,4,4,204.0,101.59199993312359,0.49799999967217445,1.0
Belly Armor,1,2,10,10,485.57999420166016,283.2370753874426,0.5832964264788366,0.2
BiFlex Intimates Group,1,1,7,7,411.3599853515625,186.3460732600522,0.45299999974668026,0.0
Cheap Monday,4,7,60,60,3295.6400146484375,1617.7217297328177,0.49086724355280903,0.1111111111111111
Annee Matthew,1,6,32,32,1973.0,1130.171998469159,0.5728190564972929,0.5
Request,1,3,24,24,667.2900009155273,307.6982714313041,0.46111626280798385,0.3333333333333333
Marc New York by Andrew Marc,2,18,135,135,22343.929931640625,12193.357308617024,0.545712296177153,0.29545454545454547
Jess and Jane,2,6,27,27,1357.800033569336,692.8797163244478,0.5102958456283364,0.1111111111111111
D&G Dolce & Gabbana,5,9,48,48,3425.0599517822266,1894.3396078855121,0.5530821750725252,0.3157894736842105
Alex Cannon,1,5,36,36,1819.7399444580078,934.0165199745379,0.5132692299353389,0.18181818181818182
Suncloud,2,12,79,79,2425.969970703125,1375.0034065737966,0.5667850068957268,0.23333333333333334
Penbrooke,1,1,7,7,209.9699935913086,118.63304607403168,0.5649999985471368,0.5
Fishworks,2,2,13,13,629.9099807739258,266.38193094755474,0.4228888874252637,0.2857142857142857
A shore Fit,1,1,3,3,139.97999572753906,79.08869738268778,0.5649999985471368,0.0
The Best Dressed,1,1,5,5,279.9599914550781,112.82387614652413,0.40299999853596097,0.25
Vineyard Vines,1,1,4,4,139.97999572753906,55.71203807767671,0.397999998414889,0.6666666666666666
Field and Stream,1,1,6,6,280.0,157.91999967768788,0.5639999988488853,0.3333333333333333
Throwdown by Affliction,1,2,13,13,700.0,302.81999943777924,0.4325999991968275,0.3333333333333333
Boca,1,4,15,15,265.0,110.19799975422211,0.41584150850649854,0.5
Ann Michell,1,1,6,6,358.49998474121094,180.32549250111728,0.5030000004917383,0.0
The Scarf Company,1,2,16,16,432.0,252.0000008046627,0.5833333351959785,0.42857142857142855
Bellfield,1,2,18,18,945.8499908447266,566.5164958067088,0.5989496233972156,0.125
DL1961,3,20,125,125,12566.339981079102,5899.919616047487,0.46950182988291606,0.3409090909090909
Rock Revival,2,33,220,220,23224.57992553711,10785.219305805802,0.4643881327621634,0.24358974358974358
PacificPlex,1,1,5,5,295.9599914550781,171.0648755373311,0.5780000016093254,0.5
TC Fine Intimates,1,1,10,10,518.0,228.95599989965558,0.4419999998062849,0.6666666666666666
Swim Systems,1,7,33,33,2472.0,1481.0579950567335,0.5991334931459278,0.625
Bear Grylls,2,3,24,24,2301.5399780273438,1272.3892639083872,0.5528425645679879,0.3333333333333333
BLOOMINGDALES,1,5,36,36,2715.0,1336.2800003401935,0.49218416218791655,0.38461538461538464
KidRobot,1,1,10,10,675.0,300.37499957252294,0.44499999936670065,0.0
Seraphine,1,2,13,13,750.0,439.79999804869294,0.5863999973982572,0.2
Dylan George,1,1,7,7,375.0,194.2500004079193,0.5180000010877848,0.3333333333333333
Vivienne Westwood,4,6,37,37,8237.609992980957,4939.785112573002,0.5996624162569069,0.26666666666666666
SZ,2,3,15,15,637.8700065612793,344.5527934664926,0.5401614591097597,0.0
Sweet Pea,1,1,6,6,390.0,174.720000308007,0.44800000078976154,0.5
Profile,1,7,56,56,2301.890007019043,1193.4407159381262,0.5184612263396707,0.23809523809523808
Liverpool Jeans Company,1,6,42,42,2489.0,1168.6230030695442,0.4695150675249274,0.375
Brigi Pj's,1,1,11,11,474.0,186.2819991912693,0.3929999982938171,0.75
Liverpool,1,1,4,4,316.0,148.20400016009808,0.4690000005066395,0.0
Robbi & Nikki,3,4,19,19,2158.8999938964844,948.6323922715544,0.43940543561696804,0.2
Paul Malone Vest,1,2,15,15,878.900016784668,506.9655107398499,0.576818183022128,0.2
Kasper,2,31,167,167,19141.660049438477,7666.4914062345315,0.40051340303995364,0.24615384615384617
Cardi International,1,9,56,56,3985.69985961914,2436.035219085969,0.6111938442145386,0.1111111111111111
Bradford Exchange,1,3,13,13,719.5499725341796,387.8374346859514,0.5389999992912634,0.3333333333333333
Abini,1,14,88,88,5596.649795532226,3335.0803853375055,0.5959065703914298,0.2727272727272727
Cardi,1,1,5,5,399.7499847412109,228.25724221648267,0.571000002324581,0.0
Landisun,2,7,48,48,2299.6399421691895,1370.3847094563191,0.5959127271740078,0.3125
TURKISHTOWELS,1,1,7,7,559.9299850463867,201.01486316317798,0.3589999973773956,
Crooks & Castles,3,6,36,36,2246.0,1062.3099979124963,0.47297862774376503,0.2222222222222222
Filson,6,17,112,112,11852.0,6225.619995303219,0.5252801211021954,0.3055555555555556
Schaefer Outfitters,2,3,16,16,2090.0,1127.2799979150295,0.539368420055038,0.16666666666666666
Rombo,1,1,9,9,563.5,322.8854993954301,0.5729999989271164,0.0
Patterson J. Kincaid,3,3,13,13,1304.8700256347656,664.7232428579744,0.5094172061578423,0.5
TAIGA,1,1,3,3,242.8499908447265,137.210244926786,0.5650000004097819,0.0
SPY,2,11,73,73,5021.689880371094,3021.6116170314435,0.6017121106666491,0.38461538461538464
BedHead,1,12,59,59,7303.8800048828125,2964.2906726516408,0.4058515023069853,0.17647058823529413
Robert Rodriguez,7,14,75,75,15604.110000610352,8977.034542299445,0.5752993629209426,0.2
HARAJUKU LOVERS,1,1,5,5,410.0,211.969999615103,0.5169999990612268,0.0
Tory Burch,2,2,12,12,748.620002746582,460.1517625893333,0.6146666678703493,0.25
Fresh Laundry,4,7,36,36,1754.1600036621094,866.106640814141,0.4937443785093692,0.3125
ComfortWear,1,4,19,19,1489.5599822998047,686.3506731543538,0.460774108669772,0.2857142857142857
Mammut,3,3,16,16,2734.679916381836,1560.3874391975853,0.5705923497116555,0.0
Ballin,1,4,32,32,3399.9499893188477,1925.2749400413886,0.566265664521466,0.36363636363636365
Tracy Reese,3,5,30,30,4126.929985046387,2156.3372544741824,0.5225039587023537,0.2222222222222222
Brooks Brothers,1,1,8,8,528.0,277.2000001966953,0.525000000372529,0.0
Sucette Rose,3,3,17,17,874.0,502.0400002375245,0.5744164762443073,0.625
Barefoot Dreams,3,6,34,34,2873.0,1378.0459996769205,0.4796540200755031,0.3076923076923077
SGG,1,1,6,6,444.94998931884766,259.85079491587425,0.5840000025928019,0.25
Peter Nyg̴rd,1,1,6,6,445.0,279.01499890256673,0.6269999975338578,0.0
Carraig Donn,1,1,8,8,623.0,340.1580003458075,0.5460000005550683,0.0
Armada,1,2,13,13,1019.5499725341798,478.8895872341708,0.4697068315777099,0.3333333333333333
Irish Setter,1,2,15,15,1094.920021057129,592.2163688928832,0.5408763722496436,0.42857142857142855
Free Country,2,5,32,32,1046.9099864959717,544.4853694529113,0.5200880462276557,0.3076923076923077
Bonus,2,2,11,11,485.9099884033203,245.5319841992876,0.5053034307981511,0.25
Tokyo Five Brand,1,1,5,5,360.0,188.279999345541,0.5229999981820583,0.0
Stella & Jamie,3,5,46,46,3317.4900550842285,1869.7459118020524,0.5636025672289713,0.5714285714285714
Trina Turk,7,27,148,148,22919.749923706055,12908.89218708124,0.5632213366224159,0.2727272727272727
RAB,2,3,16,16,3099.699981689453,1740.3064881651326,0.5614435262914058,0.2857142857142857
McGinn,2,9,56,56,7298.679977416992,4502.38876555327,0.616877131136618,0.2916666666666667
Maglierie Di Perugia,1,4,25,25,1919.7999572753904,982.2656483194643,0.5116500000935049,0.07692307692307693
Cowgirl Tuff,1,1,8,8,575.9399871826171,242.47073465537477,0.42100000008940686,0.5
MEK Denim,1,3,18,18,2245.0,1024.8300023563206,0.4564944331208555,0.0
Star Dancewear,1,1,6,6,588.0,317.5199994742871,0.5399999991059304,0.0
Aventura,1,1,3,3,197.89999389648435,112.60509655364002,0.5690000001341103,
Nyg̴rd Collection,1,1,5,5,495.0,322.73999942466617,0.6519999988377094,0.0
Ducati,1,1,5,5,495.0,231.1650000885129,0.46700000017881393,0.0
West End,1,1,6,6,299.8499908447265,158.32079430813786,0.5279999971389769,0.6666666666666666
Postage,1,2,12,12,899.9099807739257,414.2585611652417,0.46033333335071797,0.5
Theory,3,3,15,15,1999.86994934082,1076.7319443267907,0.5384009818646927,0.0
Corset-story,1,11,72,72,4464.949998855591,2092.3335532199076,0.4686129864290065,0.2692307692307692
PureLime,2,2,16,16,1400.0,720.1999999582767,0.5144285713987691,0.25
Derek Rose,1,9,58,58,9362.5,5676.715014828369,0.6063247011832704,0.34782608695652173
Apparel,1,1,5,5,500.0,233.50000008940697,0.46700000017881393,0.0
Kristen Blake,1,3,19,19,1921.1599731445312,1078.435386341429,0.5613459583879727,0.42857142857142855
10 Deep,1,1,9,9,727.6499786376954,352.182590463014,0.48400000110268593,0.0
Eliza J,1,9,46,46,5892.00016784668,3185.4537336426206,0.5406404689236105,0.26666666666666666
Nasty Pig,1,2,11,11,1059.5999755859375,498.61933997474773,0.47057318937651094,0.5
Sassimi,1,1,2,2,222.72000122070312,99.11040060958862,0.4450000002980232,
Habitual,1,2,12,12,1012.5,488.9250000938773,0.4828888889816072,0.2857142857142857
MiH Jeans,3,4,28,28,4801.5,2565.85949796997,0.534387066118915,0.2857142857142857
Rebel,1,1,11,11,839.8600234985352,409.0118312185185,0.486999999731779,0.25
Moods of Norway,2,6,41,41,3558.919990539551,1883.680873792296,0.5292844117877233,0.4117647058823529
Queen,2,3,19,19,596.9099979400635,260.30864951414463,0.4360936328968686,0.5
Telegraph Hill Luxury Spa Robe,1,1,4,4,480.0,183.35999965667725,0.38199999928474426,0.0
HARVEYS,1,2,14,14,1188.0,713.0520015209913,0.600212122492417,0.0
Rodd & Gunn,2,8,50,50,6175.0,3050.915000885725,0.49407530378716197,0.125
Yoana Baraschi,3,7,40,40,6864.310028076172,4053.4577890654214,0.5905120503715746,0.26666666666666666
Haute Hippie,1,1,9,9,540.0,252.18000009655952,0.46700000017881393,1.0
Magicsuit,1,2,10,10,1183.0,709.4359971508384,0.5996923052838871,0.25
The Collection by L*Space,1,1,5,5,576.0,332.35199895501137,0.5769999981857836,0.3333333333333333
PEERLESS,1,1,4,4,298.0,174.3300005439669,0.5850000018253922,1.0
Scully,1,1,7,7,894.0,547.1280014254153,0.6120000015944242,0.2
Spyder,2,3,18,18,4249.399963378906,2314.676729656232,0.5447067232089208,0.16666666666666666
Overland Sheepskin Co,2,5,36,36,9214.0,5001.353998536244,0.542799435482553,0.3076923076923077
Under Two Flags,2,2,14,14,899.5999984741211,445.9051973883986,0.4956705181688882,0.6
Plenty by Tracy Reese,3,7,36,36,7698.0,3951.446008816827,0.5133081331276731,0.2222222222222222
Ali Ro,1,1,8,8,793.7999725341797,460.40398412896695,0.5800000000745058,0.5
Georgie,3,3,22,22,1174.4800338745117,649.2841971066964,0.5528269347966368,0.2
Addison,1,1,8,8,1141.0,668.6259990818799,0.5859999991953373,0.0
Farah,2,2,23,23,1865.0,973.9149994216858,0.5222064340062659,0.375
Zinke,1,1,4,4,660.0,300.3000006638468,0.4550000010058285,0.0
Myne,4,4,20,20,1424.1300067901611,750.7821044791061,0.5271864934376952,0.3333333333333333
Frankie B.,2,3,15,15,493.5,241.79800010938197,0.4899655523999635,0.5
Landing Leathers,1,2,14,14,1979.8900604248047,1071.3005096028971,0.5410909075289965,0.5
Marc by Marc Jacobs,1,1,4,4,719.9600219726562,330.46165061113305,0.45900000073015695,0.0
Bertolini,1,1,10,10,1849.4999694824216,1063.4624845193696,0.575000001117587,0.0
Agave,1,3,18,18,2340.0,1106.405001435778,0.47282265018622993,0.5714285714285714
VIPARO,2,2,7,7,1139.699981689453,632.5334905594176,0.5550000006332994,
Klymit,1,1,7,7,819.7999877929686,403.3415936826333,0.4919999996200204,0.5
Karla Colletto,1,4,26,26,5790.600021362305,3342.9966073776122,0.5773143707119895,0.1111111111111111
St Croix,1,2,17,17,3060.0,1456.7399993911386,0.4760588233304374,0.2857142857142857
Madison,1,2,13,13,2064.0,918.2220024950802,0.4448750012088567,0.25
