cohort_month,months_since_first_order,cohort_size,active_customers,retention_rate
2019-07-01,38,168,3,0.017857142857142856
2019-08-01,2,157,2,0.012738853503184714
2019-07-01,49,168,2,0.011904761904761904
2019-05-01,32,102,1,0.00980392156862745
2019-12-01,5,259,4,0.015444015444015444
2019-06-01,17,127,4,0.031496062992125984
2020-03-01,46,346,2,0.005780346820809248
2021-09-01,13,797,16,0.020075282308657464
2021-03-01,1,622,25,0.04019292604501608
2020-07-01,14,466,6,0.012875536480686695
2020-10-01,15,526,5,0.009505703422053232
2021-05-01,21,685,13,0.01897810218978102
2021-04-01,25,653,5,0.007656967840735069
2021-06-01,18,700,9,0.012857142857142857
2020-06-01,24,425,3,0.007058823529411765
2020-02-01,15,300,5,0.016666666666666666
2020-05-01,8,412,5,0.012135922330097087
2019-09-01,42,184,3,0.016304347826086956
2020-03-01,21,346,5,0.014450867052023121
2022-02-01,23,902,18,0.019955654101995565
2023-05-01,12,1666,11,0.006602641056422569
2019-10-01,42,227,1,0.004405286343612335
2019-04-01,2,70,1,0.014285714285714285
2021-02-01,5,545,8,0.014678899082568808
2020-02-01,33,300,2,0.006666666666666667
2020-03-01,17,346,3,0.008670520231213872
2019-09-01,36,184,3,0.016304347826086956
2019-12-01,10,259,7,0.02702702702702703
2020-04-01,41,385,4,0.01038961038961039
2020-08-01,22,469,7,0.014925373134328358
2019-05-01,15,102,3,0.029411764705882353
2020-11-01,34,543,3,0.0055248618784530384
2020-03-01,33,346,5,0.014450867052023121
2021-07-01,4,763,9,0.011795543905635648
2020-07-01,28,466,4,0.008583690987124463
2019-07-01,13,168,1,0.005952380952380952
2019-09-01,28,184,4,0.021739130434782608
2021-02-01,8,545,4,0.007339449541284404
2020-05-01,32,412,6,0.014563106796116505
2019-04-01,31,70,2,0.02857142857142857
2020-09-01,18,453,7,0.01545253863134658
2019-05-01,50,102,2,0.0196078431372549
2020-04-01,31,385,4,0.01038961038961039
2019-10-01,2,227,2,0.00881057268722467
2020-08-01,20,469,5,0.010660980810234541
2020-06-01,30,425,6,0.01411764705882353
2020-02-01,26,300,4,0.013333333333333334
2020-10-01,36,526,9,0.017110266159695818
2021-07-01,31,763,14,0.01834862385321101
2019-07-01,28,168,2,0.011904761904761904
2020-02-01,34,300,3,0.01
2019-11-01,37,228,3,0.013157894736842105
2019-08-01,38,157,3,0.01910828025477707
2020-01-01,10,309,4,0.012944983818770227
2020-05-01,13,412,4,0.009708737864077669
2019-11-01,18,228,3,0.013157894736842105
2020-03-01,37,346,4,0.011560693641618497
2019-08-01,13,157,1,0.006369426751592357
2020-03-01,31,346,4,0.011560693641618497
2019-10-01,51,227,4,0.01762114537444934
2020-08-01,3,469,1,0.0021321961620469083
2020-04-01,22,385,2,0.005194805194805195
2019-09-01,2,184,2,0.010869565217391304
2019-04-01,46,70,2,0.02857142857142857
2020-07-01,30,466,4,0.008583690987124463
2019-05-01,41,102,2,0.0196078431372549
2019-07-01,34,168,1,0.005952380952380952
2022-04-01,25,1049,3,0.002859866539561487
2019-04-01,40,70,3,0.04285714285714286
2020-10-01,6,526,4,0.0076045627376425855
2020-04-01,30,385,5,0.012987012987012988
2020-05-01,35,412,4,0.009708737864077669
2019-06-01,44,127,3,0.023622047244094488
2019-11-01,6,228,1,0.0043859649122807015
2020-07-01,12,466,3,0.006437768240343348
2020-09-01,14,453,3,0.006622516556291391
2019-06-01,27,127,1,0.007874015748031496
2020-03-01,40,346,3,0.008670520231213872
2019-09-01,30,184,3,0.016304347826086956
2020-06-01,13,425,2,0.004705882352941176
2020-02-01,42,300,2,0.006666666666666667
2021-09-01,22,797,6,0.0075282308657465494
2020-02-01,41,300,2,0.006666666666666667
2019-03-01,2,63,2,0.031746031746031744
2019-04-01,27,70,3,0.04285714285714286
2020-05-01,37,412,7,0.01699029126213592
2020-07-01,8,466,2,0.004291845493562232
2019-04-01,51,70,1,0.014285714285714285
2019-08-01,7,157,3,0.01910828025477707
2019-07-01,33,168,1,0.005952380952380952
2019-11-01,44,228,1,0.0043859649122807015
2019-06-01,52,127,3,0.023622047244094488
2020-07-01,39,466,3,0.006437768240343348
2020-02-01,38,300,1,0.0033333333333333335
2019-06-01,2,127,2,0.015748031496062992
2019-12-01,50,259,3,0.011583011583011582
2019-02-01,43,25,2,0.08
2019-06-01,45,127,1,0.007874015748031496
2019-02-01,41,25,1,0.04
2019-08-01,40,157,1,0.006369426751592357
2019-03-01,50,63,1,0.015873015873015872
2019-07-01,53,168,2,0.011904761904761904
2020-02-01,35,300,1,0.0033333333333333335
2019-07-01,44,168,2,0.011904761904761904
2019-10-01,21,227,3,0.013215859030837005
2020-06-01,41,425,4,0.009411764705882352
2019-04-01,53,70,1,0.014285714285714285
2020-11-01,16,543,7,0.01289134438305709
2019-12-01,35,259,1,0.003861003861003861
2019-02-01,59,25,1,0.04
2019-09-01,51,184,2,0.010869565217391304
2019-05-01,59,102,3,0.029411764705882353
2019-06-01,23,127,1,0.007874015748031496
2019-11-01,11,228,1,0.0043859649122807015
2019-01-01,38,10,1,0.1
2019-05-01,36,102,2,0.0196078431372549
2020-01-01,20,309,2,0.006472491909385114
2019-03-01,55,63,1,0.015873015873015872
2019-03-01,18,63,1,0.015873015873015872
2020-01-01,24,309,2,0.006472491909385114
2019-03-01,61,63,1,0.015873015873015872
2019-05-01,18,102,2,0.0196078431372549
2019-10-01,22,227,1,0.004405286343612335
2019-06-01,37,127,1,0.007874015748031496
2019-07-01,46,168,2,0.011904761904761904
2019-06-01,16,127,1,0.007874015748031496
2020-04-01,7,385,1,0.0025974025974025974
2019-06-01,29,127,3,0.023622047244094488
2019-07-01,37,168,2,0.011904761904761904
2019-03-01,42,63,1,0.015873015873015872
2019-06-01,31,127,1,0.007874015748031496
2019-06-01,6,127,1,0.007874015748031496
2019-05-01,49,102,3,0.029411764705882353
2019-07-01,16,168,1,0.005952380952380952
2020-03-01,32,346,2,0.005780346820809248
2019-05-01,12,102,1,0.00980392156862745
2019-05-01,53,102,1,0.00980392156862745
2019-04-01,20,70,1,0.014285714285714285
2020-05-01,29,412,2,0.0048543689320388345
2020-03-01,25,346,1,0.002890173410404624
2019-03-01,19,63,1,0.015873015873015872
2019-06-01,36,127,1,0.007874015748031496
2020-09-01,44,453,1,0.002207505518763797
2019-03-01,36,63,1,0.015873015873015872
2019-02-01,9,25,1,0.04
2019-04-01,10,70,1,0.014285714285714285
2023-05-01,0,1666,1666,1.0
2020-05-01,28,412,6,0.014563106796116505
2022-09-01,14,1170,40,0.03418803418803419
2022-06-01,4,1143,22,0.019247594050743656
2021-06-01,34,700,9,0.012857142857142857
2021-06-01,0,700,700,1.0
2023-08-01,7,2010,85,0.04228855721393035
2020-02-01,16,300,3,0.01
2023-03-01,3,1574,47,0.02986022871664549
2023-12-01,5,2436,44,0.0180623973727422
2020-08-01,25,469,6,0.01279317697228145
2019-09-01,1,184,9,0.04891304347826087
2022-07-01,14,1132,18,0.015901060070671377
2021-06-01,13,700,15,0.02142857142857143
2020-10-01,13,526,4,0.0076045627376425855
2020-05-01,1,412,10,0.024271844660194174
2021-03-01,5,622,10,0.01607717041800643
2023-09-01,3,1982,97,0.04894046417759838
2020-08-01,0,469,469,1.0
2022-07-01,18,1132,29,0.02561837455830389
2023-10-01,2,2171,106,0.048825426070935055
2020-06-01,6,425,5,0.011764705882352941
2022-03-01,14,1034,23,0.022243713733075435
2020-05-01,30,412,7,0.01699029126213592
2022-03-01,8,1034,20,0.019342359767891684
2020-12-01,41,554,4,0.007220216606498195
2023-04-01,12,1575,46,0.029206349206349208
2020-04-01,20,385,8,0.02077922077922078
2020-11-01,1,543,16,0.029465930018416207
2019-11-01,16,228,2,0.008771929824561403
2021-01-01,25,632,14,0.022151898734177215
2020-11-01,41,543,11,0.020257826887661142
2019-03-01,0,63,63,1.0
2020-07-01,0,466,466,1.0
2021-01-01,9,632,10,0.015822784810126583
2023-11-01,1,2131,178,0.08352885969028626
2021-09-01,11,797,19,0.02383939774153074
2024-04-01,1,3706,377,0.10172692930383162
2021-09-01,14,797,12,0.015056461731493099
2021-07-01,24,763,17,0.022280471821756225
2021-02-01,26,545,10,0.01834862385321101
2019-09-01,37,184,2,0.010869565217391304
2021-06-01,25,700,12,0.017142857142857144
2023-10-01,1,2171,142,0.0654076462459696
2019-12-01,47,259,3,0.011583011583011582
2021-01-01,39,632,11,0.01740506329113924
2020-10-01,0,526,526,1.0
2021-03-01,25,622,6,0.00964630225080386
2021-02-01,27,545,8,0.014678899082568808
2021-05-01,5,685,19,0.027737226277372264
2021-01-01,10,632,9,0.014240506329113924
2022-06-01,15,1143,22,0.019247594050743656
2022-05-01,12,1115,23,0.02062780269058296
2021-08-01,10,769,8,0.010403120936280884
2022-07-01,4,1132,24,0.02120141342756184
2023-08-01,4,2010,86,0.042786069651741296
2023-01-01,2,1509,34,0.02253147779986746
2022-06-01,19,1143,28,0.024496937882764653
2021-02-01,3,545,9,0.01651376146788991
2022-10-01,1,1321,61,0.04617713853141559
2022-12-01,11,1359,40,0.029433406916850625
2022-10-01,13,1321,29,0.02195306585919758
2021-01-01,8,632,8,0.012658227848101266
2021-05-01,0,685,685,1.0
2023-10-01,6,2171,89,0.04099493321050207
2022-12-01,5,1359,40,0.029433406916850625
2020-09-01,23,453,6,0.013245033112582781
2023-06-01,9,1667,52,0.03119376124775045
2022-05-01,3,1115,19,0.017040358744394617
2021-11-01,6,859,14,0.01629802095459837
2021-02-01,31,545,9,0.01651376146788991
2020-03-01,35,346,6,0.017341040462427744
2020-02-01,4,300,4,0.013333333333333334
2019-10-01,9,227,5,0.022026431718061675
2022-09-01,4,1170,23,0.019658119658119658
2021-07-01,32,763,13,0.01703800786369594
2021-07-01,20,763,19,0.02490170380078637
2020-11-01,17,543,9,0.016574585635359115
2019-09-01,53,184,2,0.010869565217391304
2024-02-01,0,2614,2614,1.0
2023-09-01,0,1982,1982,1.0
2022-10-01,16,1321,36,0.02725208175624527
2023-11-01,5,2131,96,0.04504927264195214
2022-10-01,12,1321,37,0.028009084027252083
2021-03-01,37,622,14,0.022508038585209004
2022-04-01,13,1049,24,0.022878932316491896
2023-08-01,1,2010,134,0.06666666666666667
2019-08-01,18,157,3,0.01910828025477707
2022-03-01,1,1034,42,0.04061895551257253
2021-10-01,16,860,13,0.015116279069767442
2022-07-01,1,1132,49,0.04328621908127209
2021-08-01,0,769,769,1.0
2020-07-01,32,466,9,0.019313304721030045
2022-05-01,10,1115,26,0.023318385650224215
2021-01-01,14,632,8,0.012658227848101266
2020-04-01,18,385,10,0.025974025974025976
2021-04-01,5,653,10,0.015313935681470138
2022-04-01,11,1049,19,0.01811248808388942
2020-12-01,8,554,6,0.010830324909747292
2020-10-01,29,526,10,0.019011406844106463
2020-01-01,29,309,4,0.012944983818770227
2023-06-01,1,1667,94,0.05638872225554889
2020-07-01,26,466,12,0.02575107296137339
2020-07-01,21,466,8,0.017167381974248927
2024-01-01,4,2572,57,0.022161741835147745
2022-10-01,15,1321,36,0.02725208175624527
2019-12-01,26,259,2,0.007722007722007722
2024-04-01,0,3706,3706,1.0
2022-08-01,0,1215,1215,1.0
2022-11-01,16,1312,27,0.020579268292682928
2022-07-01,15,1132,25,0.022084805653710248
2019-07-01,0,168,168,1.0
2021-07-01,12,763,12,0.015727391874180863
2020-06-01,4,425,5,0.011764705882352941
2021-04-01,19,653,8,0.01225114854517611
2022-11-01,1,1312,52,0.039634146341463415
2021-03-01,3,622,15,0.024115755627009645
2022-11-01,0,1312,1312,1.0
2024-02-01,2,2614,205,0.0784238714613619
2019-08-01,22,157,5,0.03184713375796178
2023-08-01,5,2010,90,0.04477611940298507
2020-09-01,42,453,8,0.017660044150110375
2020-06-01,35,425,15,0.03529411764705882
2022-04-01,20,1049,23,0.0219256434699714
2021-05-01,17,685,8,0.01167883211678832
2021-10-01,26,860,12,0.013953488372093023
2021-12-01,7,921,15,0.016286644951140065
2023-05-01,5,1666,61,0.036614645858343335
2021-06-01,6,700,11,0.015714285714285715
2023-04-01,5,1575,45,0.02857142857142857
2021-05-01,9,685,7,0.010218978102189781
2023-11-01,6,2131,33,0.015485687470671047
2022-07-01,20,1132,29,0.02561837455830389
2022-01-01,22,1027,25,0.024342745861733205
2020-11-01,2,543,12,0.022099447513812154
2021-02-01,9,545,8,0.014678899082568808
2019-09-01,16,184,2,0.010869565217391304
2023-04-01,9,1575,41,0.02603174603174603
2022-09-01,7,1170,24,0.020512820512820513
2022-03-01,25,1034,21,0.020309477756286266
2020-09-01,13,453,5,0.011037527593818985
2019-12-01,43,259,7,0.02702702702702703
2021-04-01,34,653,13,0.019908116385911178
2020-04-01,19,385,8,0.02077922077922078
2022-12-01,12,1359,32,0.0235467255334805
2019-06-01,48,127,4,0.031496062992125984
2020-06-01,18,425,4,0.009411764705882352
2020-05-01,6,412,4,0.009708737864077669
2020-09-01,21,453,7,0.01545253863134658
2022-08-01,3,1215,27,0.022222222222222223
2022-09-01,20,1170,7,0.005982905982905983
2020-06-01,23,425,1,0.002352941176470588
2023-06-01,4,1667,49,0.029394121175764846
2023-10-01,3,2171,89,0.04099493321050207
2021-10-01,15,860,16,0.018604651162790697
2020-04-01,38,385,5,0.012987012987012988
2020-09-01,26,453,3,0.006622516556291391
2021-09-01,9,797,14,0.01756587202007528
2022-10-01,3,1321,36,0.02725208175624527
2021-11-01,12,859,17,0.01979045401629802
2021-01-01,20,632,6,0.00949367088607595
2023-03-01,2,1574,53,0.033672172808132145
2020-01-01,23,309,7,0.022653721682847898
2021-01-01,29,632,20,0.03164556962025317
2020-08-01,1,469,14,0.029850746268656716
2020-08-01,33,469,8,0.017057569296375266
2021-08-01,19,769,16,0.02080624187256177
2019-05-01,29,102,1,0.00980392156862745
2023-08-01,6,2010,84,0.041791044776119404
2021-04-01,24,653,12,0.018376722817764167
2021-03-01,16,622,11,0.017684887459807074
2022-04-01,21,1049,22,0.020972354623450904
2019-11-01,17,228,3,0.013157894736842105
2020-08-01,21,469,8,0.017057569296375266
2021-10-01,21,860,16,0.018604651162790697
2021-03-01,6,622,14,0.022508038585209004
2023-05-01,9,1666,50,0.030012004801920768
2019-07-01,1,168,5,0.02976190476190476
2019-03-01,21,63,2,0.031746031746031744
2020-04-01,15,385,7,0.01818181818181818
2021-07-01,26,763,8,0.010484927916120577
2021-07-01,17,763,15,0.019659239842726082
2019-10-01,8,227,5,0.022026431718061675
2022-07-01,3,1132,34,0.030035335689045935
2023-09-01,5,1982,73,0.036831483350151364
2019-12-01,17,259,6,0.023166023166023165
2022-08-01,20,1215,32,0.02633744855967078
2022-03-01,21,1034,20,0.019342359767891684
2022-08-01,17,1215,28,0.023045267489711935
2022-10-01,7,1321,34,0.025738077214231644
2022-03-01,24,1034,23,0.022243713733075435
2022-03-01,3,1034,22,0.02127659574468085
2023-03-01,14,1574,9,0.005717916137229987
2020-01-01,22,309,5,0.016181229773462782
2020-03-01,8,346,2,0.005780346820809248
2021-12-01,16,921,16,0.01737242128121607
2021-01-01,1,632,26,0.04113924050632911
2021-08-01,31,769,15,0.01950585175552666
2021-10-01,22,860,21,0.02441860465116279
2022-06-01,10,1143,30,0.026246719160104987
2022-05-01,7,1115,24,0.021524663677130046
2022-01-01,19,1027,13,0.012658227848101266
2021-10-01,27,860,12,0.013953488372093023
2021-01-01,37,632,3,0.004746835443037975
2019-05-01,21,102,2,0.0196078431372549
2021-09-01,19,797,11,0.013801756587202008
2021-11-01,16,859,8,0.009313154831199068
2019-03-01,40,63,1,0.015873015873015872
2020-06-01,17,425,8,0.018823529411764704
2022-09-01,18,1170,32,0.02735042735042735
2020-08-01,35,469,5,0.010660980810234541
2020-11-01,23,543,10,0.01841620626151013
2021-06-01,27,700,16,0.022857142857142857
2020-12-01,23,554,14,0.02527075812274368
2021-01-01,22,632,4,0.006329113924050633
2022-01-01,6,1027,14,0.013631937682570594
2020-07-01,1,466,16,0.034334763948497854
2023-10-01,7,2171,35,0.016121602947950252
2022-04-01,10,1049,20,0.019065776930409915
2021-01-01,28,632,8,0.012658227848101266
2019-08-01,49,157,2,0.012738853503184714
2021-04-01,35,653,10,0.015313935681470138
2021-09-01,20,797,15,0.018820577164366373
2022-03-01,7,1034,23,0.022243713733075435
2021-10-01,13,860,16,0.018604651162790697
2021-05-01,11,685,12,0.017518248175182483
2021-02-01,13,545,14,0.025688073394495414
2020-08-01,14,469,7,0.014925373134328358
2020-01-01,5,309,6,0.019417475728155338
2022-08-01,18,1215,23,0.018930041152263374
2019-07-01,4,168,4,0.023809523809523808
2019-08-01,35,157,4,0.025477707006369428
2020-02-01,11,300,5,0.016666666666666666
2019-07-01,14,168,3,0.017857142857142856
2021-06-01,14,700,9,0.012857142857142857
2020-10-01,34,526,6,0.011406844106463879
2019-11-01,24,228,5,0.021929824561403508
2021-07-01,28,763,16,0.020969855832241154
2023-01-01,12,1509,40,0.026507620941020542
2020-02-01,45,300,7,0.023333333333333334
2020-07-01,29,466,8,0.017167381974248927
2022-03-01,23,1034,27,0.02611218568665377
2022-02-01,26,902,13,0.014412416851441241
2020-01-01,4,309,4,0.012944983818770227
2021-09-01,3,797,15,0.018820577164366373
2020-06-01,14,425,6,0.01411764705882353
2023-02-01,12,1324,28,0.021148036253776436
2021-05-01,15,685,8,0.01167883211678832
2021-01-01,38,632,9,0.014240506329113924
2021-01-01,2,632,9,0.014240506329113924
2019-10-01,18,227,6,0.02643171806167401
2021-09-01,4,797,17,0.02132998745294856
2019-10-01,1,227,7,0.030837004405286344
2022-02-01,16,902,9,0.009977827050997782
2020-04-01,13,385,4,0.01038961038961039
2021-11-01,30,859,3,0.0034924330616996507
2021-01-01,4,632,8,0.012658227848101266
2020-05-01,46,412,6,0.014563106796116505
2019-05-01,14,102,1,0.00980392156862745
2021-12-01,21,921,13,0.014115092290988056
2021-04-01,12,653,9,0.013782542113323124
2022-02-01,4,902,10,0.011086474501108648
2019-05-01,23,102,2,0.0196078431372549
2021-05-01,19,685,13,0.01897810218978102
2021-06-01,3,700,6,0.008571428571428572
2021-09-01,5,797,15,0.018820577164366373
2020-10-01,8,526,9,0.017110266159695818
2019-08-01,46,157,4,0.025477707006369428
2020-12-01,30,554,8,0.01444043321299639
2021-06-01,20,700,7,0.01
2020-03-01,10,346,6,0.017341040462427744
2019-08-01,8,157,1,0.006369426751592357
2019-07-01,43,168,3,0.017857142857142856
2020-11-01,19,543,5,0.009208103130755065
2020-09-01,4,453,4,0.008830022075055188
2021-12-01,6,921,19,0.02062975027144408
2020-01-01,48,309,5,0.016181229773462782
2022-02-01,7,902,14,0.015521064301552107
2022-01-01,12,1027,20,0.019474196689386564
2020-09-01,22,453,6,0.013245033112582781
2020-05-01,14,412,8,0.019417475728155338
2019-04-01,34,70,1,0.014285714285714285
2020-12-01,16,554,10,0.018050541516245487
2020-10-01,5,526,11,0.02091254752851711
2020-11-01,12,543,6,0.011049723756906077
2019-12-01,48,259,4,0.015444015444015444
2021-12-01,25,921,16,0.01737242128121607
2021-12-01,23,921,13,0.014115092290988056
2021-07-01,11,763,8,0.010484927916120577
2020-08-01,27,469,2,0.0042643923240938165
2019-03-01,13,63,1,0.015873015873015872
2020-10-01,39,526,5,0.009505703422053232
2019-10-01,54,227,6,0.02643171806167401
2020-03-01,6,346,4,0.011560693641618497
2022-07-01,13,1132,22,0.019434628975265017
2022-09-01,5,1170,34,0.02905982905982906
2019-02-01,21,25,1,0.04
2022-06-01,9,1143,21,0.01837270341207349
2020-04-01,33,385,7,0.01818181818181818
2020-11-01,30,543,3,0.0055248618784530384
2020-09-01,40,453,8,0.017660044150110375
2022-09-01,12,1170,22,0.018803418803418803
2020-11-01,29,543,7,0.01289134438305709
2020-05-01,2,412,8,0.019417475728155338
2022-04-01,22,1049,18,0.017159199237368923
2019-11-01,38,228,4,0.017543859649122806
2020-07-01,4,466,6,0.012875536480686695
2020-10-01,24,526,10,0.019011406844106463
2022-02-01,25,902,22,0.024390243902439025
2020-05-01,44,412,8,0.019417475728155338
2020-04-01,28,385,3,0.007792207792207792
2022-02-01,3,902,15,0.01662971175166297
2022-09-01,15,1170,30,0.02564102564102564
2019-12-01,19,259,5,0.019305019305019305
2020-05-01,10,412,5,0.012135922330097087
2021-04-01,22,653,11,0.016845329249617153
2020-09-01,8,453,4,0.008830022075055188
2022-02-01,9,902,21,0.02328159645232816
2020-03-01,48,346,3,0.008670520231213872
2021-09-01,2,797,13,0.01631116687578419
2021-05-01,25,685,6,0.008759124087591242
2020-10-01,10,526,4,0.0076045627376425855
2020-08-01,15,469,12,0.0255863539445629
2021-07-01,23,763,12,0.015727391874180863
2019-08-01,34,157,4,0.025477707006369428
2021-06-01,23,700,13,0.018571428571428572
2019-05-01,6,102,3,0.029411764705882353
2021-11-01,4,859,16,0.018626309662398137
2020-12-01,19,554,7,0.01263537906137184
2021-03-01,10,622,5,0.008038585209003215
2020-02-01,5,300,4,0.013333333333333334
2020-03-01,30,346,4,0.011560693641618497
2020-12-01,36,554,8,0.01444043321299639
2020-03-01,3,346,5,0.014450867052023121
2019-06-01,9,127,3,0.023622047244094488
2020-09-01,19,453,3,0.006622516556291391
2021-09-01,24,797,18,0.02258469259723965
2020-12-01,31,554,8,0.01444043321299639
2021-09-01,29,797,14,0.01756587202007528
2022-08-01,21,1215,5,0.00411522633744856
2020-08-01,28,469,6,0.01279317697228145
2021-12-01,15,921,19,0.02062975027144408
2019-10-01,49,227,3,0.013215859030837005
2021-02-01,32,545,5,0.009174311926605505
2020-08-01,43,469,8,0.017057569296375266
2021-10-01,4,860,14,0.01627906976744186
2021-05-01,28,685,7,0.010218978102189781
2019-08-01,11,157,1,0.006369426751592357
2020-03-01,11,346,6,0.017341040462427744
2020-04-01,48,385,8,0.02077922077922078
2020-05-01,47,412,7,0.01699029126213592
2020-04-01,42,385,5,0.012987012987012988
2020-02-01,8,300,8,0.02666666666666667
2021-03-01,35,622,7,0.011254019292604502
2020-11-01,37,543,8,0.014732965009208104
2019-09-01,17,184,2,0.010869565217391304
2019-05-01,56,102,1,0.00980392156862745
2019-08-01,52,157,3,0.01910828025477707
2021-07-01,33,763,13,0.01703800786369594
2020-09-01,35,453,6,0.013245033112582781
2021-06-01,10,700,12,0.017142857142857144
2019-10-01,11,227,4,0.01762114537444934
2020-12-01,25,554,9,0.016245487364620937
2020-04-01,26,385,5,0.012987012987012988
2020-01-01,49,309,2,0.006472491909385114
2019-11-01,7,228,4,0.017543859649122806
2020-08-01,6,469,5,0.010660980810234541
2020-10-01,23,526,5,0.009505703422053232
2020-07-01,2,466,4,0.008583690987124463
2019-11-01,34,228,5,0.021929824561403508
2020-08-01,39,469,5,0.010660980810234541
2020-04-01,49,385,3,0.007792207792207792
2020-09-01,11,453,4,0.008830022075055188
2020-09-01,28,453,9,0.019867549668874173
2019-09-01,5,184,1,0.005434782608695652
2019-09-01,6,184,4,0.021739130434782608
2022-02-01,12,902,14,0.015521064301552107
2022-03-01,26,1034,4,0.0038684719535783366
2021-02-01,18,545,8,0.014678899082568808
2020-02-01,6,300,2,0.006666666666666667
2022-09-01,13,1170,18,0.015384615384615385
2020-11-01,42,543,2,0.003683241252302026
2020-12-01,39,554,3,0.005415162454873646
2019-06-01,34,127,2,0.015748031496062992
2020-02-01,49,300,3,0.01
2020-07-01,7,466,10,0.02145922746781116
2020-12-01,27,554,8,0.01444043321299639
2020-10-01,21,526,6,0.011406844106463879
2021-09-01,12,797,16,0.020075282308657464
2021-04-01,3,653,13,0.019908116385911178
2019-07-01,51,168,4,0.023809523809523808
2022-07-01,22,1132,4,0.0035335689045936395
2020-01-01,32,309,2,0.006472491909385114
2020-04-01,11,385,5,0.012987012987012988
2020-11-01,28,543,6,0.011049723756906077
2020-01-01,31,309,3,0.009708737864077669
2019-06-01,15,127,2,0.015748031496062992
2019-06-01,26,127,4,0.031496062992125984
2019-12-01,18,259,3,0.011583011583011582
2019-11-01,27,228,2,0.008771929824561403
2021-09-01,21,797,15,0.018820577164366373
2020-01-01,14,309,2,0.006472491909385114
2019-06-01,40,127,1,0.007874015748031496
2019-04-01,7,70,1,0.014285714285714285
2020-06-01,20,425,10,0.023529411764705882
2019-09-01,7,184,2,0.010869565217391304
2019-12-01,45,259,3,0.011583011583011582
2020-03-01,36,346,8,0.023121387283236993
2020-11-01,31,543,8,0.014732965009208104
2020-02-01,40,300,3,0.01
2022-12-01,17,1359,7,0.0051508462104488595
2020-06-01,2,425,2,0.004705882352941176
2020-12-01,7,554,9,0.016245487364620937
2020-01-01,50,309,5,0.016181229773462782
2019-07-01,52,168,5,0.02976190476190476
2019-08-01,20,157,3,0.01910828025477707
2021-06-01,5,700,8,0.011428571428571429
2021-02-01,2,545,3,0.005504587155963303
2019-07-01,40,168,1,0.005952380952380952
2020-01-01,2,309,7,0.022653721682847898
2021-06-01,35,700,3,0.004285714285714286
2020-09-01,43,453,10,0.02207505518763797
2021-08-01,21,769,11,0.014304291287386216
2019-11-01,47,228,5,0.021929824561403508
2020-01-01,51,309,2,0.006472491909385114
2021-07-01,34,763,3,0.003931847968545216
2020-07-01,43,466,4,0.008583690987124463
2021-04-01,23,653,6,0.009188361408882083
2019-01-01,8,10,1,0.1
2020-04-01,27,385,4,0.01038961038961039
2019-07-01,23,168,2,0.011904761904761904
2019-12-01,7,259,4,0.015444015444015444
2019-11-01,29,228,3,0.013157894736842105
2020-10-01,35,526,5,0.009505703422053232
2021-05-01,12,685,8,0.01167883211678832
2019-02-01,47,25,1,0.04
2019-12-01,40,259,2,0.007722007722007722
2020-08-01,24,469,6,0.01279317697228145
2021-10-01,24,860,17,0.019767441860465116
2019-05-01,7,102,1,0.00980392156862745
2021-02-01,16,545,6,0.011009174311926606
2019-11-01,46,228,3,0.013157894736842105
2019-10-01,35,227,4,0.01762114537444934
2020-09-01,9,453,9,0.019867549668874173
2020-01-01,19,309,5,0.016181229773462782
2019-09-01,47,184,1,0.005434782608695652
2019-11-01,43,228,5,0.021929824561403508
2020-09-01,37,453,5,0.011037527593818985
2020-02-01,37,300,8,0.02666666666666667
2020-08-01,2,469,5,0.010660980810234541
2019-12-01,51,259,3,0.011583011583011582
2019-08-01,29,157,4,0.025477707006369428
2019-08-01,9,157,1,0.006369426751592357
2021-09-01,32,797,3,0.0037641154328732747
2020-03-01,16,346,5,0.014450867052023121
2020-05-01,21,412,3,0.007281553398058253
2020-01-01,40,309,2,0.006472491909385114
2019-07-01,8,168,1,0.005952380952380952
2019-09-01,43,184,2,0.010869565217391304
2020-05-01,27,412,3,0.007281553398058253
2019-04-01,12,70,1,0.014285714285714285
2019-04-01,5,70,2,0.02857142857142857
2021-02-01,17,545,5,0.009174311926605505
2019-08-01,32,157,1,0.006369426751592357
2020-07-01,19,466,6,0.012875536480686695
2019-07-01,56,168,3,0.017857142857142856
2019-08-01,55,157,2,0.012738853503184714
2019-06-01,20,127,3,0.023622047244094488
2020-03-01,7,346,4,0.011560693641618497
2019-08-01,39,157,1,0.006369426751592357
2021-03-01,2,622,6,0.00964630225080386
2019-06-01,8,127,1,0.007874015748031496
2019-09-01,25,184,1,0.005434782608695652
2020-01-01,36,309,5,0.016181229773462782
2019-03-01,57,63,1,0.015873015873015872
2020-06-01,47,425,1,0.002352941176470588
2019-09-01,49,184,3,0.016304347826086956
2019-10-01,36,227,3,0.013215859030837005
2019-06-01,28,127,1,0.007874015748031496
2020-07-01,33,466,10,0.02145922746781116
2019-05-01,3,102,1,0.00980392156862745
2020-09-01,7,453,5,0.011037527593818985
2020-04-01,5,385,2,0.005194805194805195
2019-10-01,32,227,4,0.01762114537444934
2019-04-01,45,70,2,0.02857142857142857
2019-12-01,46,259,2,0.007722007722007722
2019-04-01,11,70,1,0.014285714285714285
2019-11-01,32,228,3,0.013157894736842105
2019-06-01,4,127,2,0.015748031496062992
